id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
2675,,,三台书院,清康熙五十八年1719,,,,,贵州麻哈（今属麻江),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,,,大中书院,,,,,,贵州思南中和（今属思南),,,,,,,,,,,,,,,,,,,,,,,,又名中和书院,,,,,,,,,,,,,,,,,,,,
2677,,,万松书院,清,,,,,贵州大定（今属大方),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,,,广阳书院,清乾隆三十年1765,,,,,贵州广顺（今属长顺),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,,,开阳书院,,,,,,贵州开州（今属开阳),,,,,,,,,,,,,,,,,,,,,,,,原名东皋书院,,,,,,,,,,,,,,,,,,,,
2680,,,中峰书院,,,,,,贵州定番（今属惠水),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,,,凤山书院,清嘉庆十三年1808,,,,,贵州盘县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,,,凤仪书院,清嘉庆间,,,,,贵州安顺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,,,凤池书院,道光七年1827,,,,,贵州水城（今属大方),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,,,凤城书院,,,,,,贵州天柱,,,,,,,,,,,,,,,,,,,,,,,,原名开化书院,,,,,,,,,,,,,,,,,,,,
2685,,,凤梧书院,清道光四年1824,,,,,贵州清镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,,,凤翔书院,创建年代不详,,,,,贵州施秉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,,,文明书院,元皇庆间,,,,,贵州贵阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,,,文思书院,,,,,,贵州安化（今属德江),,,,,,,,,,,,,,,,,,,,,,,,原名言是堂,,,,,,,,,,,,,,,,,,,,
2689,,,文峰书院,,,,,,贵州黔西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,,,为仁书院,,,,,,贵州思南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,,,双明书院,清康熙三十年1691,,,,,贵州镇宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,,,正习书院,,,,,,贵州贵阳,,,,,,,,,,,,,,,,,,,,,,,,又名学古书院、南书院,,,,,,,,,,,,,,,,,,,,
2693,,,正本书院,,,,,,贵州贵阳,,,,,,,,,,,,,,,,,,,,,,,,又称北书院,,,,,,,,,,,,,,,,,,,,
2694,,,正学书院,明嘉靖二十一年1542,,,,,贵州贵阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,,,古凤书院,清雍正十一年1733,,,,,贵州正安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,,,龙岗书院,清光绪三年1877,,,,,贵州古州（今属榕江),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,,,龙泉书院,始建年代不详,,,,,贵州丹寨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,,,龙津书院,清康熙间,,,,,贵州印江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,,,龙渊书院,清乾隆,,,,,贵州黄平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,,,平阳书院,清乾隆二十年1755,,,,,贵州平远（今属织金),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,,,东麓书院,清道光二十六年1846,,,,,贵州长寨（今长顺）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,,,兰皋书院,清乾隆四十九年1784,,,,,贵州贵定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,,,兴文书院,,,,,,贵州锦屏,,,,,,,,,,,,,,,,,,,,,,,,原名培龙书院,,,,,,,,,,,,,,,,,,,,
2704,,,秀山书院,清康熙四十四年1705,,,,,贵州镇远,,,,,,,,,,,,,,,,,,,,,,,,又名许阳书院,,,,,,,,,,,,,,,,,,,,
2705,,,怀阳书院,清乾隆二十四年1759,,,,,贵州仁怀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,,,启秀书院,,,,,,贵州遵义,,,,,,,,,,,,,,,,,,,,,,,,原名育才书院,,,,,,,,,,,,,,,,,,,,
2707,,,花竹书院,,,,,,贵州瓮安,,,,,,,,,,,,,,,,,,,,,,,,又名玉华书院,,,,,,,,,,,,,,,,,,,,
2708,,,松山书院,,,,,,贵州毕节,,,,,,,,,,,,,,,,,,,,,,,,又名毕阳书院,,,,,,,,,,,,,,,,,,,,
2709,,,卓山书院,,,,,,贵州江口,,,,,,,,,,,,,,,,,,,,,,,,又名双江书院,,,,,,,,,,,,,,,,,,,,
2710,,,味经书院,清光绪十二年1886,,,,,贵州遵义,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,,,明德书院,,,,,,贵州石阡,,,,,,,,,,,,,,,,,,,,,,,,又名龙川书院,,,,,,,,,,,,,,,,,,,,
2712,,,岩黉书院,清咸丰二年1852,,,,,贵州岩脚（今属六枝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,,,岱山书院,清道光八年1828,,,,,贵州郎岱（今属六枝),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,,,治平书院,,,,,,贵州安平（今平坝）,,,,,,,,,,,,,,,,,,,,,,,,又名安平书院,,,,,,,,,,,,,,,,,,,,
2715,,,珉球书院,清道光十六年1836,,,,,贵州贞丰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,,,赵公书院,,,,,,贵州独山,,,,,,,,,,,,,,,,,,,,,,,,又名紫阳书院,,,,,,,,,,,,,,,,,,,,
2717,,,南皋书院,明万历二十三年1595,,,,,贵州都匀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,,,柳川书院,清乾隆五十五年1790,,,,,贵州清江（今属剑河),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,,,星山书院,清乾隆四十八年1783,,,,,贵州黄平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,,,贵山书院,,,,,,贵州贵阳,,,,,,,,,,,,,,,,,,,,,,,,原名阳明书院,,,,,,,,,,,,,,,,,,,,
2721,,,思旸书院,,,,,,贵州岑巩,,,,,,,,,,,,,,,,,,,,,,,,原为义学,,,,,,,,,,,,,,,,,,,,
2722,,,狮山书院,清乾隆五十八年1793,,,,,贵州黔西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,,,洋川书院,清雍正八年1730,,,,,贵州绥阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,,,荔泉书院,清嘉庆十九年1814,,,,,贵州荔波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,,,桅峰书院,清乾隆十二年1747,,,,,贵州兴义,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,,,笔山书院,清嘉庆十八年1813,,,,,贵州兴义,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,,,涌泉书院,,,,,,贵州威宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,,,培凤书院,清道光、咸丰间,,,,,贵州普安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,,,莲花书院,清光绪十七年1891,,,,,贵州台江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,,,莲城书院,清道光十五年1835,,,,,贵州安南（今属晴隆),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,,,莲峰书院,清道光十年1830,,,,,贵州龙里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,,,梅花书院,,,,,,贵州归化（今属紫云),,,,,,,,,,,,,,,,,,,,,,,,又名厅城书院,,,,,,,,,,,,,,,,,,,,
2733,,,崧高书院,清道光九年1829,,,,,贵州松桃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,,,铜江书院,,,,,,贵州铜仁,,,,,,,,,,,,,,,,,,,,,,,,又名铜仁书院,,,,,,,,,,,,,,,,,,,,
2735,,,盘水书院,清道光二十二年1842,,,,,贵州普安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,,,维凤书院,清雍正十年1732,,,,,贵州永宁（今属关岭),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,,,紫阳书院,明嘉靖九年1530,,,,,贵州镇远,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,,,鼎山书院,清乾隆中,,,,,贵州桐梓,,,,,,,,,,,,,,,,,,,,,,,,旧有敷文书院,,,,,,,,,,,,,,,,,,,,
2739,,,湘川书院,清乾隆五十二年1787,,,,,贵州遵义,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,,,魁山书院,明代,,,,,贵州贵定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,,,銮塘书院,,,,,,贵州沿河,,,,,,,,,,,,,,,,,,,,,,,,又名銮塘胜院,,,,,,,,,,,,,,,,,,,,
2742,,,墨香书院,,,,,,贵州平越（今属福泉),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,,,黎阳书院,清乾隆四十年1775,,,,,贵州黎平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,,,鹤楼书院,明嘉靖三十七年1558,,,,,贵州都匀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,,,三台书院,明万历间,,,,,云南姚安,,,,,,,,,,,,,,,,,,,,,,,,原为德峰寺禅堂,,,,,,,,,,,,,,,,,,,,
2746,,,大成书院,清乾隆十七年1752,,,,,云南姚安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,,,开文书院,,,,,,云南文山,,,,,,,,,,,,,,,,,,,,,,,,又名开阳书院,,,,,,,,,,,,,,,,,,,,
2748,,,开南书院,清康熙四十年1701,,,,,云南景东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,,,天山书院,清康熙四十九年1710,,,,,云南双柏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,,,五华书院,明嘉靖三年1524,,,,,云南昆明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,,,五莲书院,清道光十六年1836,,,,,云南永善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,,,日新书院,明万历间,,,,,云南大姚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,,,见罗书院,明万历十一年1583,,,,,云南保山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,,,丹凤书院,清道光二十六年1846,,,,,云南师宗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,,,凤山书院,,,,,,云南镇雄,,,,,,,,,,,,,,,,,,,,,,,,原名墨池书院,,,,,,,,,,,,,,,,,,,,
2756,,,凤池书院,,,,,,云南昭通,,,,,,,,,,,,,,,,,,,,,,,,原名昭通书院,,,,,,,,,,,,,,,,,,,,
2757,,,凤鸣书院,清乾隆六十年1795,,,,,云南普洱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,,,凤梧书院,,,,,,云南寻甸,,,,,,,,,,,,,,,,,,,,,,,,原名寻阳书院,,,,,,,,,,,,,,,,,,,,
2759,,,文龙书院,,,,,,云南定远（今属牟定),,,,,,,,,,,,,,,,,,,,,,,,原名定远书院,,,,,,,,,,,,,,,,,,,,
2760,,,文华书院,,,,,,云南蒙化（今属巍山),,,,,,,,,,,,,,,,,,,,,,,,原名崇正书院,,,,,,,,,,,,,,,,,,,,
2761,,,玉龙书院,明嘉靖间,,,,,云南太和（今属大理),,,,,,,,,,,,,,,,,,,,,,,,原名龙关书院,,,,,,,,,,,,,,,,,,,,
2762,,,玉河书院,清康熙四十九年1710,,,,,云南丽江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,,,玉屏书院,清道光三十年1850,,,,,云南石屏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,,,玉溪书院,,,,,,云南新兴（今属玉溪),,,,,,,,,,,,,,,,,,,,,,,,又名灵峰书院,,,,,,,,,,,,,,,,,,,,
2765,,,龙川书院,,,,,,云南镇南州（今南华),,,,,,,,,,,,,,,,,,,,,,,,原名鹳和书院，又名盘水书院,,,,,,,,,,,,,,,,,,,,
2766,,,龙山书院,清乾隆三十五年1770,,,,,云南龙陵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,,,龙华书院,清乾隆元年1736,,,,,云南沾益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,,,龙泉书院,明万历间,,,,,云南石屏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,,,永保书院,清雍正十二年1734,,,,,云南保山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,,,西云书院,清同治十二年1873,,,,,云南大理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,,,西平书院,清康熙四年1665,,,,,云南沾益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,,,西林书院,清雍正五年1727,,,,,云南会泽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,,,来凤书院,,,,,,云南腾冲,,,,,,,,,,,,,,,,,,,,,,,,又名凤山书院,,,,,,,,,,,,,,,,,,,,
2774,,,秀山书院,,,,,,云南石屏,,,,,,,,,,,,,,,,,,,,,,,,又名宝秀秀山书院,,,,,,,,,,,,,,,,,,,,
2775,,,秀屏书院,清乾隆二十六年1761,,,,,云南禄劝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,,,邵川书院,清康熙四十二年1703,,,,,云南嵩明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,,,灵源书院,,,,,,云南白盐井（今属大姚盐丰),,,,,,,,,,,,,,,,,,,,,,,,原名绿萝书院,,,,,,,,,,,,,,,,,,,,
2778,,,苍山书院,,,,,,云南太和（今属大理),,,,,,,,,,,,,,,,,,,,,,,,又名苍麓书院,,,,,,,,,,,,,,,,,,,,
2779,,,金华书院,明隆庆间,,,,,云南剑川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,,,育才书院,,,,,,云南昆明,,,,,,,,,,,,,,,,,,,,,,,,又名昆明书院,,,,,,,,,,,,,,,,,,,,
2781,,,育英书院,,,,,,云南宾川,,,,,,,,,,,,,,,,,,,,,,,,又名笔山书院,,,,,,,,,,,,,,,,,,,,
2782,,,育贤书院,清顺治十七年1660,,,,,云南顺宁（今属凤庆),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,,,经正书院,清光绪十七年1891,,,,,云南昆明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,,,栋川书院,明正德八年1513,,,,,云南姚安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,,,览凤书院,,,,,,云南赵州（今属大理),,,,,,,,,,,,,,,,,,,,,,,,又名凤鸣书院,,,,,,,,,,,,,,,,,,,,
2786,,,思诚书院,,,,,,云南思茅,,,,,,,,,,,,,,,,,,,,,,,,原名玉屏书院,,,,,,,,,,,,,,,,,,,,
2787,,,虹溪书院,明嘉靖二年1523,,,,,云南弥勒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,,,钟山书院,,,,,,云南威远（今景谷）,,,,,,,,,,,,,,,,,,,,,,,,原名凤山书院,,,,,,,,,,,,,,,,,,,,
2789,,,钟秀书院,,,,,,云南江川,,,,,,,,,,,,,,,,,,,,,,,,原名金莲书院,,,,,,,,,,,,,,,,,,,,
2790,,,胜峰书院,,,,,,云南曲靖,,,,,,,,,,,,,,,,,,,,,,,,原名曲阳书院,,,,,,,,,,,,,,,,,,,,
2791,,,狮山书院,清乾隆四年1739,,,,,云南武定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,,,桂香书院,,,,,,云南太和（今属大理),,,,,,,,,,,,,,,,,,,,,,,,原名中溪书院,,,,,,,,,,,,,,,,,,,,
2793,,,雪山书院,清雍正三年1725,,,,,云南丽江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,,,崇文书院,,,,,,云南建水,,,,,,,,,,,,,,,,,,,,,,,,原名崇正书院,,,,,,,,,,,,,,,,,,,,
2795,,,崇敬书院,,,,,,云南太和（今属大理),,,,,,,,,,,,,,,,,,,,,,,,原名源泉书院,,,,,,,,,,,,,,,,,,,,
2796,,,彩云书院,清道光十六年1836,,,,,云南云龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,,,鹿阜书院,,,,,,云南路南,,,,,,,,,,,,,,,,,,,,,,,,又名南阳书院,,,,,,,,,,,,,,,,,,,,
2798,,,焕文书院,清康熙五十五年1716,,,,,云南建水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,,,博南书院,明万历前,,,,,云南永平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,,,雁蜂书院,明嘉靖四十年1561,,,,,云南楚雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,,,晴川书院,清雍正十三年1735,,,,,云南永胜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,,,嵩阳书院,原名巢经书院，清乾隆二十三年1758,,,,,云南嵩明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,,,雉山书院,清康熙三十二年1693,,,,,云南宜良,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,,,鹏飞书院,,,,,,云南祥云,,,,,,,,,,,,,,,,,,,,,,,,原名九峰书院,,,,,,,,,,,,,,,,,,,,
2805,,,碧澜书院,明正德间,,,,,云南嵩明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,,,凝阳书院,,,,,,云南华宁,,,,,,,,,,,,,,,,,,,,,,,,又名宁阳书院,,,,,,,,,,,,,,,,,,,,
2807,,,澧江书院,,,,,,云南元江,,,,,,,,,,,,,,,,,,,,,,,,原名文昌书院,,,,,,,,,,,,,,,,,,,,
2808,,,螺峰书院,清康熙三十六年1697,,,,,云南通海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,,,丰宁书院,清康熙五十四年1715,,,,,陕西西乡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,,,丰登书院,清乾隆间,,,,,陕西大荔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,,,云台书院,,,,,,陕西华阴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,,,五凤书院,清顺治五年1648,,,,,陕西渭南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,,,凤仪书院,清乾隆四十年1775,,,,,陕西麟游,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,,,凤鸣书院,清乾隆四十四年1779,,,,,陕西岐山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,,,凤起书院,清乾隆三十二年1767,,,,,陕西凤翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,,,凤翼书院,清乾隆五十二年1787,,,,,陕西凤县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,,,玉山书院,清乾隆四十一年1776,,,,,陕西蓝田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,,,玉泉书院,清乾隆三十一年1766,,,,,陕西澄城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,,,正学书院,,,,,,陕西西安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,,,正谊书院,清光绪七年1881,,,,,陕西泾阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,,,古莘书院,明隆庆间,,,,,陕西合阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,,,石门书院,清乾隆中,,,,,陕西旬邑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,,,石鼓书院,清乾隆二十八年1763,,,,,陕西宝鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,,,仙峰书院,清乾隆四十五年1780,,,,,陕西紫阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,,,乐城书院,清乾隆二年1737,,,,,陕西城固,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,,,汉南书院,清乾隆四年1739,,,,,陕西汉中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,,,对峰书院,清乾隆十三年1748,,,,,陕西周至东门外,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,,,成德书院,清乾隆中,,,,,陕西米脂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,,,华原书院,清乾隆三十四年1769,,,,,陕西朝邑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,,,关中书院,明万历三十七年1609,,,,,陕西西安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,,,岐阳书院,元代,,,,,陕西凤翔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,,,饮凤书院,清乾隆二十一年1756,,,,,陕西礼泉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,,,汪平书院,清乾隆五十二年1787,,,,,陕西韩城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,,,宏道书院,,,,,,陕西三原,,,,,,,,,,,,,,,,,,,,,,,,原名弘道书院,,,,,,,,,,,,,,,,,,,,
2835,,,启文书院,清道光十七年1837,,,,,陕西千阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,,,味经书院,清同治十二年1873,,,,,陕西泾阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,,,明道书院,清乾隆二十五年1760,,,,,陕西户县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,,,泾干书院,清同治八年1869,,,,,陕西泾阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,,,学古书院,元延祐七年1320,,,,,陕西三原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,,,定淳书院,清雍正末年,,,,,陕西洋县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,,,居善书院,元至正间,,,,,陕西临潼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,,,苹笙书院,,,,,,陕西安塞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,,,南湖书院,清乾隆三年1738,,,,,陕西富平东南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,,,桥山书院,清雍正十一年1733,,,,,陕西黄陵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,,,振文书院,清嘉庆十五年1810,,,,,陕西宁强,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,,,养正书院,清乾隆三十八年1773,,,,,陕西西安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,,,养素学舍,,,,,,陕西兴平桑家镇西养素园内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,,,通川书院,清乾隆初,,,,,陕西富平流曲镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,,,乾阳书院,清嘉庆元年1796,,,,,陕西乾县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,,,崇实书院,清光绪二十三年1897,,,,,陕西泾阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,,,商山书院,明嘉靖间,,,,,陕西商县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,,,绿野书院,,,,,,陕西武功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,,,朝阳书院,清乾隆四十七年1782,,,,,陕西洛川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,,,鲁斋书院,元延祐中,,,,,陕西西安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
